algo,map,seed,run,train_episodes,alpha,gamma,eps,steps,time_ms,success
qlearn,demo_map,42,4,5000,0.1,0.9,0.3,20,0,1
qlearn,demo_map,42,5,5000,0.1,0.9,0.3,20,0,1
qlearn,demo_map,42,6,5000,0.1,0.9,0.3,20,0,1
qlearn,demo_map,42,7,5000,0.1,0.9,0.3,20,0,1
qlearn,demo_map,42,8,5000,0.1,0.9,0.3,20,0,1
qlearn,demo_map,42,9,5000,0.1,0.9,0.3,20,0,1
qlearn,demo_map,42,10,5000,0.1,0.9,0.3,20,0,1
qlearn,demo_map,42,11,5000,0.1,0.9,0.3,20,0,1
qlearn,demo_map,42,12,5000,0.1,0.9,0.3,20,0,1
qlearn,demo_map,42,13,5000,0.1,0.9,0.3,20,0,1
qlearn,demo_map,42,14,5000,0.1,0.9,0.3,20,0,1
qlearn,demo_map,42,15,5000,0.1,0.9,0.3,20,0,1
qlearn,demo_map,42,16,5000,0.1,0.9,0.3,20,0,1
qlearn,demo_map,42,17,5000,0.1,0.9,0.3,20,0,1
qlearn,demo_map,42,18,5000,0.1,0.9,0.3,20,0,1
qlearn,demo_map,42,19,5000,0.1,0.9,0.3,20,0,1
qlearn,demo_map,42,20,5000,0.1,0.9,0.3,20,0,1
astar,demo_map,42,1,5000,0.1,0.9,0.3,20,0,1
astar,demo_map,42,2,5000,0.1,0.9,0.3,20,0,1
astar,demo_map,42,3,5000,0.1,0.9,0.3,20,0,1
astar,demo_map,42,4,5000,0.1,0.9,0.3,20,0,1
astar,demo_map,42,5,5000,0.1,0.9,0.3,20,0,1
astar,demo_map,42,6,5000,0.1,0.9,0.3,20,0,1
astar,demo_map,42,7,5000,0.1,0.9,0.3,20,0,1
astar,demo_map,42,8,5000,0.1,0.9,0.3,20,0,1
astar,demo_map,42,9,5000,0.1,0.9,0.3,20,0,1
astar,demo_map,42,10,5000,0.1,0.9,0.3,20,0,1
astar,demo_map,42,11,5000,0.1,0.9,0.3,20,0,1
astar,demo_map,42,12,5000,0.1,0.9,0.3,20,0,1
astar,demo_map,42,13,5000,0.1,0.9,0.3,20,0,1
astar,demo_map,42,14,5000,0.1,0.9,0.3,20,0,1
astar,demo_map,42,15,5000,0.1,0.9,0.3,20,0,1
astar,demo_map,42,16,5000,0.1,0.9,0.3,20,0,1
astar,demo_map,42,17,5000,0.1,0.9,0.3,20,0,1
astar,demo_map,42,18,5000,0.1,0.9,0.3,20,0,1
astar,demo_map,42,19,5000,0.1,0.9,0.3,20,0,1
astar,demo_map,42,20,5000,0.1,0.9,0.3,20,0,1
qlearn,demo_map,42,1,5000,0.1,0.9,0.2,20,0,1
qlearn,demo_map,42,2,5000,0.1,0.9,0.2,20,0,1
qlearn,demo_map,42,3,5000,0.1,0.9,0.2,20,0,1
qlearn,demo_map,42,4,5000,0.1,0.9,0.2,20,0,1
qlearn,demo_map,42,5,5000,0.1,0.9,0.2,20,0,1
qlearn,demo_map,42,6,5000,0.1,0.9,0.2,20,0,1
qlearn,demo_map,42,7,5000,0.1,0.9,0.2,20,0,1
qlearn,demo_map,42,8,5000,0.1,0.9,0.2,20,0,1
qlearn,demo_map,42,9,5000,0.1,0.9,0.2,20,0,1
qlearn,demo_map,42,10,5000,0.1,0.9,0.2,20,0,1
qlearn,demo_map,42,11,5000,0.1,0.9,0.2,20,0,1
qlearn,demo_map,42,12,5000,0.1,0.9,0.2,20,0,1
qlearn,demo_map,42,13,5000,0.1,0.9,0.2,20,0,1
qlearn,demo_map,42,14,5000,0.1,0.9,0.2,20,0,1
qlearn,demo_map,42,15,5000,0.1,0.9,0.2,20,0,1
qlearn,demo_map,42,16,5000,0.1,0.9,0.2,20,0,1
qlearn,demo_map,42,17,5000,0.1,0.9,0.2,20,0,1
qlearn,demo_map,42,18,5000,0.1,0.9,0.2,20,0,1
qlearn,demo_map,42,19,5000,0.1,0.9,0.2,20,0,1
qlearn,demo_map,42,20,5000,0.1,0.9,0.2,20,0,1
astar,demo_map,42,1,5000,0.1,0.9,0.2,20,0,1
astar,demo_map,42,2,5000,0.1,0.9,0.2,20,0,1
astar,demo_map,42,3,5000,0.1,0.9,0.2,20,0,1
astar,demo_map,42,4,5000,0.1,0.9,0.2,20,0,1
astar,demo_map,42,5,5000,0.1,0.9,0.2,20,1,1
astar,demo_map,42,6,5000,0.1,0.9,0.2,20,0,1
astar,demo_map,42,7,5000,0.1,0.9,0.2,20,0,1
astar,demo_map,42,8,5000,0.1,0.9,0.2,20,0,1
astar,demo_map,42,9,5000,0.1,0.9,0.2,20,0,1
astar,demo_map,42,10,5000,0.1,0.9,0.2,20,0,1
astar,demo_map,42,11,5000,0.1,0.9,0.2,20,0,1
astar,demo_map,42,12,5000,0.1,0.9,0.2,20,0,1
astar,demo_map,42,13,5000,0.1,0.9,0.2,20,0,1
astar,demo_map,42,14,5000,0.1,0.9,0.2,20,0,1
astar,demo_map,42,15,5000,0.1,0.9,0.2,20,0,1
astar,demo_map,42,16,5000,0.1,0.9,0.2,20,0,1
astar,demo_map,42,17,5000,0.1,0.9,0.2,20,1,1
astar,demo_map,42,18,5000,0.1,0.9,0.2,20,0.527,1
astar,demo_map,42,19,5000,0.1,0.9,0.2,20,0,1
astar,demo_map,42,20,5000,0.1,0.9,0.2,20,0,1
qlearn,demo_map,42,1,5000,0.1,0.99,0.3,20,0,1
qlearn,demo_map,42,2,5000,0.1,0.99,0.3,20,0,1
qlearn,demo_map,42,3,5000,0.1,0.99,0.3,20,0,1
qlearn,demo_map,42,4,5000,0.1,0.99,0.3,20,0,1
qlearn,demo_map,42,5,5000,0.1,0.99,0.3,20,0,1
qlearn,demo_map,42,6,5000,0.1,0.99,0.3,20,0,1
qlearn,demo_map,42,7,5000,0.1,0.99,0.3,20,0,1
qlearn,demo_map,42,8,5000,0.1,0.99,0.3,20,0,1
qlearn,demo_map,42,9,5000,0.1,0.99,0.3,20,0,1
qlearn,demo_map,42,10,5000,0.1,0.99,0.3,20,0,1
qlearn,demo_map,42,11,5000,0.1,0.99,0.3,20,0,1
qlearn,demo_map,42,12,5000,0.1,0.99,0.3,20,0,1
qlearn,demo_map,42,13,5000,0.1,0.99,0.3,20,0,1
qlearn,demo_map,42,14,5000,0.1,0.99,0.3,20,0,1
qlearn,demo_map,42,15,5000,0.1,0.99,0.3,20,0,1
qlearn,demo_map,42,16,5000,0.1,0.99,0.3,20,0,1
qlearn,demo_map,42,17,5000,0.1,0.99,0.3,20,0,1
qlearn,demo_map,42,18,5000,0.1,0.99,0.3,20,0,1
qlearn,demo_map,42,19,5000,0.1,0.99,0.3,20,0,1
qlearn,demo_map,42,20,5000,0.1,0.99,0.3,20,0,1
astar,demo_map,42,1,5000,0.1,0.99,0.3,20,0.998,1
astar,demo_map,42,2,5000,0.1,0.99,0.3,20,0,1
astar,demo_map,42,3,5000,0.1,0.99,0.3,20,0,1
astar,demo_map,42,4,5000,0.1,0.99,0.3,20,0,1
astar,demo_map,42,5,5000,0.1,0.99,0.3,20,0,1
astar,demo_map,42,6,5000,0.1,0.99,0.3,20,0,1
astar,demo_map,42,7,5000,0.1,0.99,0.3,20,0,1
astar,demo_map,42,8,5000,0.1,0.99,0.3,20,0,1
astar,demo_map,42,9,5000,0.1,0.99,0.3,20,1.001,1
astar,demo_map,42,10,5000,0.1,0.99,0.3,20,0,1
astar,demo_map,42,11,5000,0.1,0.99,0.3,20,0,1
astar,demo_map,42,12,5000,0.1,0.99,0.3,20,0,1
astar,demo_map,42,13,5000,0.1,0.99,0.3,20,0,1
astar,demo_map,42,14,5000,0.1,0.99,0.3,20,0,1
astar,demo_map,42,15,5000,0.1,0.99,0.3,20,0,1
astar,demo_map,42,16,5000,0.1,0.99,0.3,20,0,1
astar,demo_map,42,17,5000,0.1,0.99,0.3,20,1.002,1
astar,demo_map,42,18,5000,0.1,0.99,0.3,20,0,1
astar,demo_map,42,19,5000,0.1,0.99,0.3,20,0,1
astar,demo_map,42,20,5000,0.1,0.99,0.3,20,0,1
qlearn,demo_map,42,1,5000,0.1,0.99,0.2,20,0,1
qlearn,demo_map,42,2,5000,0.1,0.99,0.2,20,0,1
qlearn,demo_map,42,3,5000,0.1,0.99,0.2,20,0,1
qlearn,demo_map,42,4,5000,0.1,0.99,0.2,20,0,1
qlearn,demo_map,42,5,5000,0.1,0.99,0.2,20,0,1
qlearn,demo_map,42,6,5000,0.1,0.99,0.2,20,0,1
qlearn,demo_map,42,7,5000,0.1,0.99,0.2,20,0,1
qlearn,demo_map,42,8,5000,0.1,0.99,0.2,20,0,1
qlearn,demo_map,42,9,5000,0.1,0.99,0.2,20,0,1
qlearn,demo_map,42,10,5000,0.1,0.99,0.2,20,0,1
qlearn,demo_map,42,11,5000,0.1,0.99,0.2,20,0,1
qlearn,demo_map,42,12,5000,0.1,0.99,0.2,20,0,1
qlearn,demo_map,42,13,5000,0.1,0.99,0.2,20,0,1
qlearn,demo_map,42,14,5000,0.1,0.99,0.2,20,0,1
qlearn,demo_map,42,15,5000,0.1,0.99,0.2,20,0,1
qlearn,demo_map,42,16,5000,0.1,0.99,0.2,20,0,1
qlearn,demo_map,42,17,5000,0.1,0.99,0.2,20,0,1
qlearn,demo_map,42,18,5000,0.1,0.99,0.2,20,0,1
qlearn,demo_map,42,19,5000,0.1,0.99,0.2,20,0,1
qlearn,demo_map,42,20,5000,0.1,0.99,0.2,20,0,1
astar,demo_map,42,1,5000,0.1,0.99,0.2,20,1.006,1
astar,demo_map,42,2,5000,0.1,0.99,0.2,20,0,1
astar,demo_map,42,3,5000,0.1,0.99,0.2,20,0,1
astar,demo_map,42,4,5000,0.1,0.99,0.2,20,0,1
astar,demo_map,42,5,5000,0.1,0.99,0.2,20,0,1
astar,demo_map,42,6,5000,0.1,0.99,0.2,20,0,1
astar,demo_map,42,7,5000,0.1,0.99,0.2,20,0,1
astar,demo_map,42,8,5000,0.1,0.99,0.2,20,0,1
astar,demo_map,42,9,5000,0.1,0.99,0.2,20,0,1
astar,demo_map,42,10,5000,0.1,0.99,0.2,20,0,1
astar,demo_map,42,11,5000,0.1,0.99,0.2,20,0,1
astar,demo_map,42,12,5000,0.1,0.99,0.2,20,1,1
astar,demo_map,42,13,5000,0.1,0.99,0.2,20,0,1
astar,demo_map,42,14,5000,0.1,0.99,0.2,20,0,1
astar,demo_map,42,15,5000,0.1,0.99,0.2,20,0,1
astar,demo_map,42,16,5000,0.1,0.99,0.2,20,0,1
astar,demo_map,42,17,5000,0.1,0.99,0.2,20,0,1
astar,demo_map,42,18,5000,0.1,0.99,0.2,20,0,1
astar,demo_map,42,19,5000,0.1,0.99,0.2,20,0,1
astar,demo_map,42,20,5000,0.1,0.99,0.2,20,0,1
